winner,champLevel,item0,item1,item2,item3,item4,item5,item6,kills,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,largestKillingSpree,deaths,assists,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,largestCriticalStrike,totalHeal,minionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,goldEarned,goldSpent,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,visionWardsBoughtInGame,sightWardsBoughtInGame,magicDamageDealt,physicalDamageDealt,trueDamageDealt,magicDamageTaken,physicalDamageTaken,trueDamageTaken,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,inhibitorKills,towerKills,wardsPlaced,wardsKilled,largestMultiKill,killingSprees,totalUnitsHealed,totalTimeCrowdControlDealt
true,13,1056,3285,3020,3165,0,0,3340,4,0,0,0,0,0,3,2,4,87221,9930,8228,0,1515,128,2,2,0,8603,7275,0,0,0,0,7260,940,1729,1,0,51161,15418,20641,4629,3371,228,false,false,false,false,false,false,0,0,8,2,1,1,1,35 
true,18,3116,3157,3165,3285,3020,3001,3363,13,3,0,0,0,0,4,7,19,276084,43564,33258,0,7391,263,7,7,0,19323,17075,0,0,0,0,31693,2117,9753,1,0,182656,32396,61030,14314,17690,1252,false,false,false,false,false,false,0,2,16,0,2,3,1,312 
false,10,1056,3285,1001,3108,3114,0,3340,1,0,0,0,0,0,0,7,3,44239,5346,11775,0,759,69,0,0,0,5797,5350,0,0,0,0,3640,398,1307,0,0,24443,8258,11538,5240,6337,197,false,false,false,false,false,false,0,0,0,0,1,0,1,14 
false,15,1056,3165,3285,3020,1058,1026,3340,0,0,0,0,0,0,0,5,6,139805,15365,15058,0,2427,210,2,2,0,10301,9825,0,0,0,0,10358,930,4075,2,0,86224,18575,35005,7083,7687,288,false,false,false,false,false,false,0,0,12,0,0,0,1,47 
false,13,1056,3285,3020,3165,1057,0,3340,5,1,0,0,0,0,3,5,1,98628,10198,14045,0,2457,159,0,0,0,9243,8070,0,0,0,0,7276,821,2100,0,0,56293,16549,25784,8903,5141,0,false,false,false,false,false,false,0,0,9,1,2,1,1,27 
false,16,1056,3157,3165,3020,3001,3285,3340,9,1,0,0,0,0,3,12,5,152269,26216,29111,0,4172,170,15,15,0,13327,13150,0,0,0,0,18335,1534,6347,0,0,97222,17989,37058,16681,12115,315,false,false,false,false,false,false,0,1,10,3,2,2,1,61 
true,13,1056,3285,3020,3191,1058,0,3340,5,1,0,0,0,0,3,4,5,69945,11911,12024,0,1641,115,3,3,0,8100,7350,0,0,0,0,7366,1360,3183,0,0,40232,13164,16548,2312,9071,640,false,false,false,false,false,false,0,0,4,0,2,2,1,60 
false,17,1056,3157,3020,3001,3285,1026,3340,9,1,0,0,0,0,3,5,8,179268,34043,24170,0,6856,198,15,14,1,13617,11700,0,0,0,0,25396,1401,7244,0,0,114504,18862,45901,8192,15122,856,false,false,false,false,false,false,0,0,5,6,2,3,1,69 
true,15,1056,3285,3165,3020,3001,0,3340,7,0,0,0,0,0,3,3,10,104162,22209,12294,0,2461,157,4,3,1,10876,9650,0,0,0,0,17603,1419,3186,0,0,63441,21500,19220,6228,5461,604,false,false,false,false,true,false,1,0,9,1,1,2,1,35 
false,15,1056,3157,3020,1026,3285,1057,3340,3,0,0,0,0,0,2,7,12,130231,22915,18871,0,2851,161,7,3,4,10960,9970,0,0,0,0,16081,1564,5269,0,0,78096,20068,32066,7065,11123,682,false,false,false,false,false,false,0,1,5,1,1,1,1,31 
false,15,1056,3020,3165,1026,3285,0,3340,3,0,0,0,0,0,2,6,2,143840,17159,18458,0,3171,205,4,2,2,10494,8425,0,0,0,0,12674,1341,3144,3,0,90317,19661,33860,11706,6520,232,false,false,false,false,false,false,0,1,15,0,1,1,1,38 
false,9,1056,2043,3001,1056,0,0,3340,1,0,0,0,0,0,0,8,2,41398,6632,15864,0,1050,65,0,0,0,4980,3825,0,0,0,0,4009,711,1911,1,0,22011,6146,13240,8620,6995,248,false,false,false,false,false,false,0,0,0,1,1,0,1,12 
false,12,1056,3285,1001,3802,3108,0,3340,2,0,0,0,0,0,0,6,2,68340,9717,11089,0,1353,111,6,6,0,6243,5975,0,0,0,0,6558,676,2482,1,0,40402,8629,19308,7129,3824,136,false,false,false,false,false,false,0,0,8,0,1,0,1,18 
false,17,1056,3285,3089,3001,3020,0,3340,9,1,0,0,0,0,6,6,4,181379,22105,17256,0,2333,240,9,8,1,13696,11650,0,0,0,0,16543,1468,4092,4,0,118717,16931,45729,9043,7772,440,false,false,false,false,false,false,0,1,18,3,2,2,1,140 
true,14,1056,3165,1058,1001,3001,3113,3363,4,0,0,0,0,0,0,5,9,99149,12246,13966,0,2097,136,6,0,6,10303,8775,0,0,0,0,8453,1016,2776,3,0,60327,11746,27074,2793,10671,501,false,false,false,false,false,false,0,1,11,0,1,0,1,27 
