winner,champLevel,item0,item1,item2,item3,item4,item5,item6,kills,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,largestKillingSpree,deaths,assists,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,largestCriticalStrike,totalHeal,minionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,goldEarned,goldSpent,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,visionWardsBoughtInGame,sightWardsBoughtInGame,magicDamageDealt,physicalDamageDealt,trueDamageDealt,magicDamageTaken,physicalDamageTaken,trueDamageTaken,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,inhibitorKills,towerKills,wardsPlaced,wardsKilled,largestMultiKill,killingSprees,totalUnitsHealed,totalTimeCrowdControlDealt,champion
false,15,3930,3009,3091,3742,1031,0,3341,1,0,0,0,0,0,0,4,5,158735,11550,31096,0,450,39,80,76,4,9913,9735,0,0,0,0,6401,3803,1345,1,1,100495,44813,13426,9971,20762,362,false,false,false,false,false,false,0,0,2,2,1,0,1,635,Udyr 
false,18,3930,1031,3110,3078,3065,3111,3341,5,1,0,0,0,0,2,6,15,267258,21214,35287,645,3495,102,105,91,14,15785,13473,0,0,0,0,10484,8273,2456,2,0,162213,86186,18859,8510,24870,1906,false,false,false,false,false,false,0,0,2,4,2,1,1,1919,Udyr 
false,16,3707,3143,2045,3075,3047,3071,3341,9,0,0,0,0,0,5,7,13,148642,23207,32824,0,784,31,86,75,11,13747,12990,0,0,0,0,5352,16909,945,0,0,45800,88804,14038,4643,26470,1710,false,false,false,false,false,true,0,0,25,7,1,2,1,1204,Lee Sin 
true,16,3707,3143,2045,3111,3071,3075,3341,8,0,0,0,0,0,3,6,8,154972,13573,30792,0,1534,47,77,57,20,13518,13320,0,0,0,0,2237,10675,660,2,0,42130,97133,15709,9968,20536,288,true,false,false,false,false,false,1,0,26,6,1,3,1,663,Lee Sin 
false,13,3714,3074,2049,3111,1037,0,3341,4,0,0,0,0,0,2,6,3,128489,7613,25380,0,860,59,65,57,8,9762,8595,0,0,0,0,1208,6179,225,1,0,28134,89697,10657,9036,15810,534,false,false,false,false,false,false,0,0,10,6,1,1,1,467,Lee Sin 
true,18,3930,3110,1031,3078,3111,3065,3341,3,0,0,0,0,0,0,6,8,289306,21701,38811,540,3330,104,109,92,17,16457,14223,0,0,0,0,10153,9661,1887,6,6,168169,105077,16060,13486,23838,1486,false,false,false,true,false,false,0,0,12,8,1,0,1,1522,Udyr 
true,14,3721,3117,2049,3110,3190,0,3340,2,0,0,0,0,0,0,5,15,121786,6791,26227,0,6240,38,70,48,22,10747,9510,0,0,0,0,5222,1312,257,2,1,41430,21652,58704,8024,17896,305,false,false,false,false,false,true,0,0,26,5,1,0,1,1603,Nunu 
true,15,3715,3074,3117,3031,1036,1037,3341,6,0,0,0,0,0,2,7,8,150800,7954,21373,974,1781,90,67,59,8,11744,10225,0,0,0,0,4144,2769,1041,1,0,29754,107735,13311,5333,15901,138,true,false,false,false,false,false,0,1,1,4,1,1,1,770,Shaco 
false,17,3707,3143,2049,3071,3075,3047,3364,6,1,0,0,0,0,3,7,13,176718,17212,34221,475,945,67,85,80,5,13933,12710,0,0,0,0,3657,12309,1245,2,0,52451,109896,14371,6741,24757,2722,false,false,false,true,false,false,0,0,4,0,2,2,1,993,Lee Sin 
true,18,3930,3111,3065,3110,3053,3078,3341,5,0,0,0,0,0,4,5,18,241375,21304,43761,371,2147,73,106,83,23,16553,15508,0,0,0,0,10171,8614,2517,0,0,143226,79182,18965,13848,29528,384,false,false,false,false,false,true,0,1,1,3,1,1,1,2001,Udyr 
false,14,3725,3075,3111,3001,3082,1028,3341,4,0,0,0,0,0,3,7,6,148021,14924,34855,556,6290,61,73,71,2,10596,9820,0,0,0,0,12522,2077,324,0,0,96612,24219,27190,9537,21424,3893,false,false,false,false,false,false,0,0,0,6,1,1,1,881,Gragas 
false,13,3285,2049,3020,3114,0,0,3340,4,1,0,0,0,0,3,13,3,36349,12358,20920,0,59,32,0,0,0,7191,5875,0,0,0,0,11101,1256,0,2,0,33310,3038,0,9856,10072,991,false,false,false,false,false,false,0,1,12,2,2,1,1,44,Annie 
true,14,1055,3031,3006,3087,1053,0,3340,6,0,0,0,0,0,3,5,15,112358,18225,13225,605,2392,156,9,8,1,11584,8645,0,0,0,0,1482,16742,0,0,0,6711,105646,0,3021,9409,794,false,false,true,false,false,false,2,3,4,1,1,1,3,38,Jinx 
false,14,1055,3031,3006,3087,1053,0,3340,5,1,0,0,0,0,2,6,7,145690,16182,16371,569,1995,204,10,10,0,10397,8610,0,0,0,0,1420,14497,264,0,0,12503,132444,742,3339,12963,68,false,false,false,false,false,false,0,1,2,2,2,1,2,134,Jinx 
false,10,3725,1001,3082,3211,0,0,3340,3,0,0,0,0,0,2,4,4,60571,4034,18179,0,562,9,48,47,1,5811,5015,0,0,0,0,2621,1321,92,0,0,29061,21535,9974,5852,12296,29,false,false,false,false,false,false,0,0,2,0,1,1,1,346,Shen 
true,17,3190,3143,3800,3724,3111,3751,3361,13,2,0,0,0,0,12,2,15,188151,22213,26915,0,2237,80,76,49,27,16041,12755,0,0,0,0,19108,2683,422,1,0,127226,28894,32030,6653,19729,533,false,false,true,false,false,false,0,3,7,2,2,1,1,838,Amumu 
true,17,3930,3110,3065,3057,3111,3044,3341,16,3,1,0,0,0,8,3,12,170146,21505,22042,0,2046,56,73,67,6,15229,11585,0,0,0,0,12308,7315,1882,1,0,103826,56109,10209,6476,15153,412,true,false,false,false,true,false,1,3,3,2,3,3,1,1359,Udyr 
true,17,3930,1031,3065,3111,3110,3078,3341,10,1,1,0,0,0,6,7,22,175700,19085,38767,324,4175,33,90,77,13,16582,14743,0,0,0,0,9908,7366,1811,2,0,99107,60415,16176,13164,24842,759,false,false,false,false,false,false,0,0,2,10,3,2,1,1390,Udyr 
false,9,1055,3031,0,0,0,0,3340,1,0,0,0,0,0,0,7,5,47590,6176,10184,490,1005,102,0,0,0,5591,4380,0,0,0,0,613,5563,0,0,0,997,46592,0,3092,6768,323,false,false,false,false,false,false,0,0,6,0,1,0,2,28,Jinx 
false,15,3930,3110,3065,3111,1052,1027,3340,1,0,0,0,0,0,0,3,5,171078,6302,21524,0,816,47,95,90,5,10427,9970,0,0,0,0,3137,1852,1313,1,1,112824,46715,11536,5817,15157,550,false,false,false,false,false,false,0,1,11,4,1,0,1,1172,Udyr 
false,13,3134,3074,3071,1001,0,0,3340,3,0,0,0,0,0,2,9,2,97858,8200,21599,0,650,169,1,1,0,8790,8382,0,0,0,0,0,8200,0,0,0,0,97858,0,6155,15202,242,false,false,false,false,false,false,0,1,5,1,1,1,1,53,Riven 
false,16,3724,3190,3143,3111,3075,0,3340,6,1,0,0,0,0,3,7,15,142233,18250,30005,0,2487,57,53,44,9,12471,11440,0,0,0,0,16339,1791,120,1,0,93939,18978,29315,10099,18270,1635,false,false,false,false,false,false,0,0,6,0,2,1,1,674,Amumu 
true,17,3930,3153,3143,3117,3065,3801,3341,10,1,1,0,0,0,4,5,18,171078,23386,36573,365,12343,52,68,53,15,15335,12725,0,0,0,0,4515,17625,1246,3,0,37080,122471,11526,5900,30488,184,false,false,false,true,false,false,0,3,4,6,3,3,1,604,Xin Zhao 
true,14,3724,3111,3110,3105,1031,1029,3340,6,2,0,0,0,0,3,4,12,129871,13086,17315,0,1631,52,66,53,13,11392,8875,0,0,0,0,10813,1958,315,0,0,89031,19332,21508,3459,13856,0,false,false,false,false,false,false,0,0,8,3,2,2,1,916,Amumu 
false,16,3190,3800,2049,1329,3302,3110,3341,2,0,0,0,0,0,0,11,20,31858,12010,43521,0,2324,30,0,0,0,11122,10730,0,0,0,0,8703,3306,0,1,0,23259,7323,1274,14156,28318,1046,false,false,false,false,false,false,0,0,29,2,1,0,5,199,Blitzcrank 
false,14,3117,3069,2049,3050,0,0,3341,0,0,0,0,0,0,0,3,12,7630,4554,13781,158,15637,13,0,0,0,8016,6665,0,0,0,0,3590,964,0,4,0,4944,2685,0,5247,7599,934,false,false,false,true,false,false,0,0,28,7,0,0,9,118,Soraka 
false,15,3724,3111,3110,3075,3801,0,3340,2,0,0,0,0,0,0,13,11,136622,12461,28555,0,1473,28,81,79,2,10057,9090,0,0,0,0,11136,1134,191,0,0,97698,17267,21656,8771,19245,539,false,false,false,false,false,false,0,0,6,1,1,0,1,939,Amumu 
false,14,3713,3157,3089,3020,1052,1028,3340,1,0,0,0,0,0,0,2,9,145270,13055,24241,0,12192,56,66,59,7,9747,9420,0,0,0,0,12552,457,46,1,0,113979,7585,23706,5303,18603,334,false,false,false,false,false,false,0,0,7,1,1,0,1,588,Fiddlesticks 
false,9,3707,1001,2049,1037,1036,0,3341,3,0,0,0,0,0,0,4,1,59754,7200,13562,0,656,10,39,37,2,5777,4750,0,0,0,0,1018,6021,160,0,0,15066,37656,7031,3355,10206,0,false,false,false,false,false,false,0,0,5,1,1,0,1,437,Lee Sin 
false,13,1056,3020,3165,3285,0,0,3340,3,0,0,0,0,0,0,3,3,91189,10743,11418,0,1978,135,6,5,1,7536,7040,0,0,0,0,6918,575,3249,1,0,52209,12178,26802,5635,5719,64,false,false,false,false,false,false,0,0,8,0,1,0,1,25,Ahri 
true,17,3707,3074,3156,3111,3035,0,3340,7,0,0,0,0,0,6,3,9,207185,20202,29231,124,2905,53,89,75,14,13942,12460,0,0,0,0,2440,16794,968,0,0,48629,146012,12544,7737,21034,460,false,false,false,false,false,false,0,1,9,0,1,1,1,719,Lee Sin 
false,16,3143,3074,2049,3071,3047,3707,3341,7,1,0,0,0,0,2,7,12,195365,19577,34204,0,1801,42,104,97,7,14184,13220,0,0,0,0,2485,15752,1340,1,0,48341,136440,10583,5447,28293,463,false,false,false,false,false,false,0,0,11,3,2,2,1,735,Lee Sin 
false,12,1056,3157,3020,1058,0,0,3340,0,0,0,0,0,0,0,5,4,55859,9422,15169,0,457,133,0,0,0,6519,5925,0,0,0,0,8906,516,0,0,0,40850,15008,0,8661,6316,192,false,false,false,false,false,false,0,0,6,0,0,0,1,92,Morgana 
false,15,1056,3285,3020,1058,3165,1026,3340,5,1,1,0,0,0,5,0,6,140560,21798,7472,0,848,179,15,10,5,11282,9650,0,0,0,0,20229,1137,432,2,0,115699,24429,432,3797,3376,297,false,false,false,false,false,false,0,0,12,1,3,1,1,463,Lux 
true,17,3930,2031,3009,3110,3742,3065,3340,9,0,0,0,0,0,6,1,15,154001,19892,24744,0,7133,51,76,65,11,13197,11875,0,0,0,0,12564,4784,2544,1,0,94662,47963,11375,7184,17059,500,false,false,false,false,true,false,1,0,13,3,1,2,1,1511,Udyr 
false,13,1056,3165,3089,3020,0,0,3340,2,0,0,0,0,0,0,8,10,72588,11534,15382,0,756,118,0,0,0,8622,8125,0,0,0,0,10294,1239,0,1,0,61636,10951,0,7657,7171,553,false,false,false,false,false,false,0,0,9,0,1,0,1,360,Lux 
true,11,3930,2031,3009,3110,0,0,3340,1,0,0,0,0,0,0,1,2,106301,3616,14163,0,6627,7,70,51,19,7056,6200,0,0,0,0,2009,1072,535,0,0,54442,40480,11378,319,13446,398,false,false,false,false,false,false,0,1,6,0,1,0,1,711,Udyr 
false,16,3930,2031,1309,3110,3065,3057,3340,4,1,1,0,0,0,3,3,11,137916,10690,20327,0,5273,39,80,59,21,12170,10500,0,0,0,0,6007,3102,1580,0,0,86812,40032,11071,2764,17426,136,false,false,false,false,false,false,0,0,12,2,3,1,1,1168,Udyr 
true,16,3930,2031,3009,3110,3065,3057,3340,4,0,0,0,0,0,4,1,11,134361,13797,23964,0,6941,22,71,63,8,11685,10050,0,0,0,0,8480,4032,1284,0,0,78611,45891,9858,5396,18483,84,false,false,false,false,false,false,0,0,11,4,1,1,1,749,Udyr 
true,15,3930,3110,3111,3065,3057,1036,3340,5,1,0,0,0,0,5,2,12,171767,17732,24376,0,8002,30,80,67,13,12457,10750,0,0,0,0,10963,5138,1629,0,0,101544,59889,10333,3119,20989,267,false,false,false,false,true,false,1,1,11,1,2,1,1,1311,Udyr 
true,17,3930,3110,3009,3065,3057,3044,3340,6,0,0,0,0,0,3,4,15,169349,16579,31870,0,8900,27,91,74,17,13042,11350,0,0,0,0,9780,4894,1904,0,0,98882,57998,12468,11640,19632,597,false,false,false,false,false,true,0,0,13,2,1,2,1,1292,Udyr 
false,18,1401,3025,3047,3075,3105,3742,3340,10,1,0,0,0,0,10,1,13,161918,28266,26619,0,4158,69,61,58,3,13730,13225,0,0,0,0,20502,5237,2526,0,0,111472,36190,14256,9365,15555,1698,false,false,false,false,false,false,0,0,11,1,2,1,1,1592,Malphite 
false,13,1401,3047,3065,1031,1028,0,3340,5,0,0,0,0,0,3,7,3,94689,9104,28019,0,9022,34,54,53,1,8296,8025,0,0,0,0,5021,3095,988,0,0,56847,29738,8104,7692,19255,1072,true,false,false,false,false,false,0,0,8,0,1,1,1,325,Dr. Mundo 
false,15,1401,3009,3742,3065,1031,0,3340,5,0,0,0,0,0,3,4,8,150594,20008,39429,0,14471,38,91,84,7,11192,10100,0,0,0,0,13035,5828,1144,1,0,94429,44529,11636,10484,24324,4620,true,false,false,false,false,false,0,0,11,3,1,1,1,499,Dr. Mundo 
true,12,1401,3111,3065,0,0,0,3340,7,1,0,0,0,0,7,0,4,99618,9323,18756,0,10060,39,56,47,9,8882,6775,0,0,0,0,6149,2550,624,0,0,60520,32870,6228,2287,15817,652,false,false,false,false,false,false,0,0,5,0,2,1,1,320,Dr. Mundo 
false,14,3050,2049,3800,0,3097,3111,3341,2,0,0,0,0,0,0,6,14,37512,10829,25277,0,1309,28,3,0,3,10208,8000,0,0,0,0,7250,3579,0,2,0,21280,13048,3184,7632,16116,1528,false,false,false,false,false,false,0,0,23,1,1,0,5,74,Blitzcrank 
true,16,1401,3111,3068,3065,1011,1028,3340,10,2,2,1,0,0,10,1,13,138160,15808,24222,0,12002,60,61,49,12,13123,10775,0,0,0,0,10713,4028,1066,0,0,82599,46100,9460,3145,20570,506,true,false,true,false,true,false,1,2,7,5,4,1,1,458,Dr. Mundo 
true,15,1401,3047,3068,3211,3067,0,3340,4,0,0,0,0,0,3,2,5,146481,10367,22933,0,13414,51,66,54,12,10179,8525,0,0,0,0,6026,3118,1222,0,0,86764,46459,13256,4818,17768,347,true,false,false,false,false,true,0,0,9,0,1,1,1,544,Dr. Mundo 
true,17,1401,3111,3068,3065,3075,3083,3340,13,1,0,0,0,0,4,7,19,182305,51300,62057,0,18517,60,74,64,10,16039,14625,0,0,0,0,38258,10862,2180,0,0,121411,51148,9746,19895,41655,505,false,false,false,false,false,true,0,0,10,1,2,4,1,532,Dr. Mundo 
true,15,1401,3111,3065,3742,1029,0,3340,7,0,0,0,0,0,5,2,5,124804,9220,20611,0,10737,67,52,39,13,12696,9825,0,0,0,0,5693,2498,1028,0,0,72724,43647,8432,7028,13386,196,false,false,false,false,false,false,0,2,8,0,1,2,1,506,Dr. Mundo 
true,18,3930,3078,3111,3110,3065,0,3340,6,0,0,0,0,0,2,4,14,255072,20212,31091,433,8675,76,89,76,13,14854,13100,0,0,0,0,9966,6957,3288,0,0,144671,93465,16935,6027,24887,177,false,false,false,false,false,false,1,0,12,1,1,2,1,1814,Udyr 
true,17,1401,3111,3068,3065,3075,0,3340,11,2,1,0,0,0,10,3,17,149902,25005,29053,0,11345,69,54,42,12,13744,11775,0,0,0,0,14075,8286,2644,0,0,93463,46690,9748,4395,21878,2779,false,false,false,false,false,false,0,3,9,1,3,1,1,485,Dr. Mundo 
true,17,1401,3111,3068,3065,3075,0,3340,6,0,0,0,0,0,4,7,8,189321,25091,48946,0,18156,82,67,56,11,13595,11775,0,0,0,0,16756,6590,1744,0,0,125467,52607,11246,11820,35816,1310,false,false,false,false,false,false,0,2,12,2,1,1,1,442,Dr. Mundo 
false,10,1402,2031,3111,3024,3082,0,3340,4,0,0,0,0,0,3,5,1,62358,6330,16355,0,4108,7,48,48,0,6276,6025,0,0,0,0,4803,858,668,0,0,39977,14609,7772,4458,11780,116,false,false,false,false,false,false,0,0,4,0,1,1,1,195,Amumu 
true,12,1401,1001,3068,3065,0,0,3340,6,0,0,0,0,0,6,0,3,110236,8729,17130,0,11230,36,67,55,12,9201,8575,0,0,0,0,4633,3088,1008,0,0,66663,35915,7658,2092,14693,344,false,false,false,false,false,false,0,2,7,2,1,1,1,426,Dr. Mundo 
false,13,1055,3508,3006,3087,0,0,3340,2,0,0,0,0,0,0,9,2,102373,11114,19161,458,1990,190,1,1,0,8952,7750,0,0,0,0,940,10173,0,0,0,13366,89006,0,3845,13842,1472,false,false,false,false,false,false,0,0,7,1,1,0,4,152,Miss Fortune 
true,15,1401,2033,3047,3742,3075,3082,3340,6,0,0,0,0,0,3,3,14,121389,20099,25929,0,6015,59,51,46,5,11670,10475,0,0,0,0,11819,6259,2020,0,0,67168,44091,10130,4044,20410,1474,false,false,false,false,true,false,1,0,11,2,1,2,1,651,Rammus 
true,15,1412,3153,2031,3031,1001,0,3340,8,0,0,0,0,0,4,2,9,168619,12818,19795,771,5799,56,75,64,11,12340,10075,0,0,0,0,279,12124,414,0,0,3413,155842,9364,6420,13239,136,true,false,false,false,false,true,0,2,11,7,1,2,1,539,Quinn 
false,16,1401,3111,3065,3068,3075,3057,3364,4,0,0,0,0,0,0,8,8,198878,19284,48882,0,16863,81,100,93,7,13462,12825,0,0,0,0,12747,5321,1216,0,0,125681,55337,17860,13793,29506,5581,false,false,false,false,false,false,0,1,14,2,1,0,1,720,Dr. Mundo 
true,12,1039,3165,1041,3020,3116,0,3340,1,0,0,0,0,0,0,1,9,116858,12348,12189,0,4012,39,66,60,6,8681,7800,0,0,0,0,11103,785,460,0,0,85041,19985,11831,1394,10794,0,false,false,false,false,false,false,0,0,7,2,1,0,1,389,Brand 
false,16,1401,3111,3742,3065,1031,0,3340,3,0,0,0,0,0,2,5,1,173109,10380,33514,0,15703,76,89,85,4,10854,10275,0,0,0,0,6744,2564,1072,0,0,111592,49050,12467,16032,16521,961,false,false,false,false,false,false,0,0,9,2,1,1,1,585,Dr. Mundo 
false,11,1039,3165,1041,3020,1058,1011,3340,4,0,0,0,0,0,2,7,2,74431,10342,15260,0,2579,33,44,43,1,6901,6750,0,0,0,0,9571,770,0,0,0,55435,11855,7140,4653,10442,164,false,false,false,false,false,false,0,0,4,1,1,1,1,65,Brand 
false,13,1400,2031,3031,3094,0,0,3340,6,0,0,0,0,0,3,6,4,111308,13886,16853,607,3970,50,52,50,2,9174,8875,0,0,0,0,120,12126,1640,0,0,2271,101351,7686,3431,13102,320,false,false,false,false,false,false,0,0,5,1,1,1,1,577,Quinn 
false,12,1400,1001,3071,0,0,0,3340,1,0,0,0,0,0,0,8,4,83856,5144,22810,0,4556,33,44,44,0,7431,6625,0,0,0,0,898,3938,308,0,0,21478,55045,7332,3906,18655,248,true,false,false,false,false,false,0,1,5,2,1,0,1,465,Lee Sin 
true,15,1400,2033,3153,3111,3742,3211,3340,11,1,1,0,0,0,6,7,12,148709,21338,33413,0,12102,24,69,59,10,13326,11525,0,0,0,0,2328,17977,1032,0,0,4774,131427,12508,9161,22625,1626,true,false,false,false,false,true,0,1,11,2,3,1,1,737,Trundle 
false,12,1401,2031,3111,3742,1033,1028,3340,5,0,0,0,0,0,2,7,6,73582,12922,32785,0,3310,29,51,50,1,8041,7525,0,0,0,0,4617,7177,1127,0,0,28018,37604,7959,12861,18795,1128,false,false,false,false,false,false,0,0,8,0,1,1,1,920,Volibear 
false,16,2049,3190,3069,3117,3050,3222,3364,0,0,0,0,0,0,0,6,23,15305,4085,22561,79,8359,19,0,0,0,12331,11350,0,0,0,0,2446,1639,0,2,0,7431,7873,0,10422,12138,0,false,false,false,false,false,true,0,0,24,13,0,0,9,142,Janna 
true,17,1401,3111,3068,3065,3057,3044,3340,8,0,0,0,0,0,4,1,13,150308,21334,47077,0,17461,49,80,65,15,13747,12725,0,0,0,0,13562,5452,2319,0,0,89085,47875,13347,14446,31735,896,false,false,false,false,false,true,0,0,12,6,1,2,1,574,Dr. Mundo 
true,17,1400,2033,3153,3111,3742,3078,3340,3,0,0,0,0,0,2,8,8,185524,14579,50279,259,18914,69,95,76,19,15043,14375,0,0,0,0,4127,9210,1241,0,0,6180,162202,17141,13124,36193,961,false,false,false,false,false,false,1,1,15,7,1,1,1,919,Trundle 
false,15,1401,2031,3190,3742,3111,1031,3340,5,1,0,0,0,0,3,9,9,143764,16454,43060,0,7197,62,70,62,8,11394,9975,0,0,0,0,13080,2248,1125,0,0,107085,26681,9997,14830,27481,748,false,false,false,false,false,false,0,0,12,1,2,1,1,509,Sejuani 
true,16,1401,3111,3742,3065,3075,0,3340,8,1,0,0,0,0,4,3,13,131949,17834,29890,0,10418,81,49,48,1,12773,11875,0,0,0,0,11191,5179,1464,0,0,83599,41988,6362,8206,19311,2372,false,false,false,false,false,false,0,2,9,0,2,2,1,468,Dr. Mundo 
false,13,1401,2031,3111,3742,3053,0,3340,4,0,0,0,0,0,3,6,6,102126,10392,31167,162,4555,45,56,55,1,9976,9375,0,0,0,0,2249,6955,1188,0,0,22397,68673,11056,12861,16177,2128,false,false,false,false,false,false,0,0,10,1,1,1,1,1943,Poppy 
true,14,1401,3047,3068,3065,0,0,3340,6,1,0,0,0,0,3,4,10,124872,13449,24257,0,10342,42,68,55,13,12135,9425,0,0,0,0,9696,3078,674,0,0,75686,39224,9960,5521,18239,497,false,false,false,false,false,true,0,1,9,4,2,1,1,406,Dr. Mundo 
true,13,1401,3047,3068,3065,0,0,3340,6,0,0,0,0,0,5,2,6,116487,13717,21348,0,10719,37,75,35,40,10351,9425,0,0,0,0,9640,2965,1112,0,0,71807,32886,11794,4727,16275,345,false,false,false,false,false,false,0,1,9,4,1,1,1,734,Dr. Mundo 
false,11,1055,2003,3031,1001,2015,0,3340,0,0,0,0,0,0,0,4,2,77398,9451,11569,414,1929,132,3,3,0,6595,5350,0,0,0,0,1117,7993,340,0,0,1934,74499,964,2581,8672,316,false,false,false,false,false,false,0,0,4,0,0,0,2,199,Quinn 
false,2,1039,2003,0,0,0,0,3340,0,0,0,0,0,0,0,1,0,4235,15,1362,0,314,0,4,4,0,3415,500,0,0,0,0,15,0,0,0,0,2679,1166,390,82,1263,16,false,false,false,false,false,false,0,0,1,0,0,0,1,4,Brand 
true,12,1055,3031,3006,3094,1037,0,3340,3,0,0,0,0,0,2,1,6,81555,10000,7664,418,1353,133,2,0,2,9143,8675,0,0,0,0,904,9048,48,0,0,1822,79588,144,1987,5290,386,false,false,true,false,true,false,1,4,6,1,1,1,2,124,Quinn 
false,15,3930,2031,3111,3110,3065,3057,3340,8,0,0,0,0,0,3,9,7,145979,15092,32309,0,7071,77,52,48,4,11230,10350,0,0,0,0,8551,4424,2116,0,0,96854,39328,9796,5246,26038,1024,false,false,false,false,false,false,0,0,11,0,1,3,1,1465,Udyr 
true,18,3930,3078,3110,3065,3009,1031,3340,15,2,0,0,0,0,9,4,12,200589,25925,32015,299,9701,121,66,48,18,16578,13750,0,0,0,0,13528,10124,2272,2,0,118039,69245,13305,7294,23058,1662,false,false,false,false,false,true,0,1,15,1,2,3,1,1693,Udyr 
true,15,1401,3111,3065,3068,1031,0,3340,9,2,0,0,0,0,2,6,4,124809,15547,33541,0,9955,46,72,45,27,11832,10250,0,0,0,0,9206,4749,1592,1,0,78243,37646,8920,11709,20941,890,false,false,false,false,false,false,0,0,11,2,2,3,1,587,Dr. Mundo 
false,16,1401,3111,3068,3065,3075,3026,3340,10,3,0,0,0,0,7,8,9,195663,39064,64270,0,19232,65,90,58,32,16352,16800,0,0,0,0,27987,8289,2788,1,0,128152,50563,16948,25881,36296,2091,true,false,false,false,false,true,0,3,17,5,2,2,1,605,Dr. Mundo 
true,13,3930,2031,3111,3110,1033,1028,3340,3,0,0,0,0,0,2,1,7,107709,6030,17319,0,4489,37,61,42,19,8759,7500,0,0,0,0,2693,2120,1216,2,0,56971,39906,10831,3096,13861,362,false,false,false,false,false,false,0,0,11,1,1,1,1,554,Udyr 
false,17,3742,3111,1408,3139,3105,0,3340,3,0,0,0,0,0,3,6,8,181698,15679,37302,0,7229,95,85,71,14,13538,12150,0,0,0,0,4091,10926,661,1,0,50543,116115,15039,10464,24512,2324,false,false,false,true,false,false,0,0,23,7,1,1,1,749,Lee Sin 
true,12,1413,3111,3068,3211,0,0,3340,7,1,0,0,0,0,7,0,4,93689,8347,15953,0,8499,61,49,26,23,9822,7675,0,0,0,0,5260,2486,600,0,0,51880,32943,8866,3122,12350,480,false,false,false,false,false,true,0,2,8,1,2,1,1,465,Dr. Mundo 
false,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,0,0,0,0,0,0,0,0,Maestro Yi 
false,18,1055,3031,3144,3006,3036,3094,3340,5,1,0,0,0,0,2,9,11,230345,22794,27103,625,3763,272,0,0,0,15347,12250,0,0,0,0,852,21597,344,0,0,5070,224691,584,8553,18288,262,false,false,false,false,false,false,0,4,13,5,2,1,2,300,Quinn 
false,14,1413,2043,3068,3111,3065,0,3363,4,0,0,0,0,0,2,8,8,120468,13525,38991,0,9709,74,45,39,6,10679,9525,0,0,0,0,9218,3344,962,2,0,80511,34039,5918,6594,30447,1949,false,false,false,false,false,false,0,1,6,1,1,1,1,301,Dr. Mundo 
true,16,1413,3111,3065,3068,1011,0,3363,4,2,0,0,0,0,2,6,8,142956,14506,42526,0,18054,53,65,49,16,12858,10500,0,0,0,0,10865,3000,640,1,0,88481,44329,10146,13992,27626,908,false,false,false,false,false,false,0,3,13,2,2,2,1,485,Dr. Mundo 
true,15,3930,2031,3111,3110,3065,3057,3340,5,0,0,0,0,0,4,1,10,134520,13605,20178,0,5746,52,63,43,20,11118,10425,0,0,0,0,8067,3667,1870,1,0,79369,44708,10442,7359,12441,377,false,false,true,false,false,true,0,3,10,0,1,1,1,1266,Udyr 
true,16,1413,0,3068,3065,3111,0,3363,7,1,0,0,0,0,6,1,9,172595,19124,30569,0,15662,89,64,39,25,12530,9525,0,0,0,0,14510,3924,690,2,0,114530,50962,7102,4757,25337,474,false,false,false,true,false,true,0,2,14,3,2,1,1,430,Dr. Mundo 
false,12,1403,2031,3110,3111,1033,0,3340,2,0,0,0,0,0,0,9,6,78615,8246,22319,0,4500,24,53,52,1,7927,7025,0,0,0,0,4417,2360,1468,1,0,47533,24966,6116,5919,15875,524,false,false,false,false,false,false,0,0,6,2,1,0,1,453,Udyr 
true,17,3931,3153,3111,3139,3124,1031,3340,11,4,0,0,0,0,6,9,10,240282,21799,34047,0,6982,94,97,82,15,16823,14475,0,0,0,0,3153,14467,4179,1,0,34933,176535,28813,9662,24132,253,false,false,false,false,false,true,0,0,16,5,2,3,1,491,Maestro Yi 
true,15,3155,3190,1408,3742,0,3111,3363,5,0,0,0,0,0,4,4,18,115825,13170,28128,0,9084,29,73,68,5,11834,10775,0,0,0,0,3287,9629,253,4,0,26661,75044,14118,8365,18108,1654,false,false,true,false,false,true,0,5,23,2,1,1,1,807,Lee Sin 
true,18,3303,3157,3285,3020,3116,0,3363,4,0,0,0,0,0,2,7,22,144936,17894,24030,0,2178,187,15,9,6,15258,11625,0,0,0,0,16204,1689,0,1,0,118559,26376,0,10500,12914,615,false,false,false,false,false,false,0,0,15,4,1,1,1,600,Morgana 
