winner,champLevel,item0,item1,item2,item3,item4,item5,item6,kills,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,largestKillingSpree,deaths,assists,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,largestCriticalStrike,totalHeal,minionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,goldEarned,goldSpent,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,visionWardsBoughtInGame,sightWardsBoughtInGame,magicDamageDealt,physicalDamageDealt,trueDamageDealt,magicDamageTaken,physicalDamageTaken,trueDamageTaken,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,inhibitorKills,towerKills,wardsPlaced,wardsKilled,largestMultiKill,killingSprees,totalUnitsHealed,totalTimeCrowdControlDealt,champion
true,16,3160,0,3065,3091,3110,3009,3340,4,0,0,0,0,0,4,1,11,174306,7432,27238,0,19492,17,118,104,14,12570,11095,0,0,0,0,6027,1264,140,3,1,81005,77186,16114,2457,24361,420,false,false,false,true,false,true,0,3,12,2,1,1,1,1477,Warwick 
true,12,3160,3024,1057,3009,0,0,3340,3,0,0,0,0,0,3,1,7,101939,6364,19030,0,14606,5,80,72,8,7552,4640,0,0,0,0,3592,2335,436,1,0,46682,45281,9976,1845,16702,481,false,false,false,false,false,false,0,1,8,0,1,1,1,649,Warwick 
true,18,3035,3153,3006,3031,3087,3026,3340,11,1,0,0,0,0,4,9,14,231128,39988,39772,636,5583,203,30,25,5,17649,17165,0,0,0,0,9704,29604,680,0,0,65635,164212,1280,11716,27376,679,false,false,false,false,true,false,2,1,7,2,2,3,4,351,Tristana 
true,14,1056,3117,3041,3206,3102,0,3340,7,0,0,0,0,0,7,0,8,103019,11654,16732,0,13754,31,58,40,18,9120,7355,0,0,0,0,11244,281,128,1,0,86213,9114,7692,1836,14640,255,false,false,false,false,false,false,0,0,7,1,1,1,1,414,Fiddlesticks 
true,16,1056,3157,2043,3117,3041,3151,3341,6,1,0,0,0,0,4,4,20,123088,16222,25010,0,13560,21,74,68,6,12068,11065,0,0,0,0,15810,403,9,4,0,102049,11343,9695,8690,15642,678,false,false,false,false,false,false,0,1,7,2,2,1,1,451,Fiddlesticks 
true,13,3206,3111,1011,1026,1052,0,3340,4,1,0,0,0,0,4,0,5,109895,5513,9675,0,4281,13,95,63,32,7677,5910,0,0,0,0,4584,724,204,2,1,82848,16425,10622,1766,7785,123,false,false,false,false,false,false,0,0,8,1,2,1,1,326,Amumu 
false,11,1054,1001,1011,3134,1031,0,3340,1,0,0,0,0,0,0,4,1,55097,8102,11979,0,307,113,0,0,0,5174,4312,0,0,0,0,355,7256,490,0,0,1537,53070,490,2662,8676,640,false,false,false,false,false,false,0,0,3,0,1,0,1,26,Wukong 
false,15,1056,3157,2043,3041,3117,3211,3341,3,0,0,0,0,0,2,6,3,134255,11266,26235,0,13820,28,91,84,7,8006,7440,0,0,0,0,10764,402,99,2,1,109647,11308,13299,7508,18355,372,false,false,false,false,false,false,0,0,4,5,1,1,1,538,Fiddlesticks 
true,16,3111,3207,2045,3024,3105,3082,3341,3,0,0,0,0,0,3,2,17,120625,12134,31556,0,7416,34,62,57,5,10541,9240,0,0,0,0,9765,1947,422,2,1,72190,23051,25383,7876,22635,1045,false,false,false,false,false,true,0,0,15,3,1,1,1,732,Maokai 
true,16,1055,3078,3006,3035,3141,3087,3340,6,0,0,0,0,0,2,4,17,147370,27903,18705,544,2254,190,12,6,6,14085,11283,0,0,0,0,10105,17797,0,0,0,29098,118272,0,8240,9625,838,true,false,false,false,false,true,0,1,9,1,1,2,3,0,Ezreal 
false,16,3160,3144,3110,3280,3065,0,3341,5,0,0,0,0,0,2,9,10,139109,10450,45590,0,21915,40,86,79,7,11029,10375,0,0,0,0,8929,1377,144,2,2,73723,56378,9008,14629,29169,1791,false,false,false,false,false,false,0,0,10,1,1,1,1,853,Warwick 
true,14,3209,3077,3143,0,3009,0,3341,4,0,0,0,0,0,4,0,11,98733,5131,16379,0,3506,27,56,47,9,9875,8215,0,0,0,0,0,4548,582,1,1,0,87805,10927,2350,13336,692,true,false,false,false,false,false,0,0,2,3,1,1,1,455,Udyr 
false,14,3209,3143,3071,3117,2044,0,3341,7,0,0,0,0,0,3,8,9,104799,20875,32840,0,11101,54,46,41,5,10064,9470,0,0,0,0,1342,17682,1850,2,3,1342,90525,12931,19410,12941,489,false,false,false,false,false,false,0,0,4,4,1,1,1,664,Kha'Zix 
true,16,3209,3143,3134,3111,1011,1031,3341,3,0,0,0,0,0,3,3,11,131543,12823,21979,0,4748,55,75,62,13,11406,9692,0,0,0,0,265,11493,1065,0,3,6799,112321,12422,4072,17476,430,false,false,false,false,false,true,0,3,3,2,1,1,1,240,Wukong 
false,12,1001,3207,3082,1011,0,0,3341,1,0,0,0,0,0,0,4,4,71020,8343,16401,0,0,39,46,42,4,5854,4780,0,0,0,0,7329,919,94,1,1,46489,12195,12335,4775,11018,608,false,false,false,false,false,false,0,0,3,1,1,0,0,427,Amumu 
true,18,1056,3157,3151,3117,3102,3206,3340,2,0,0,0,0,0,0,5,14,167052,14912,34043,0,18764,42,79,61,18,12813,12480,0,0,0,0,14096,691,124,0,4,145991,11996,9064,10718,22325,999,false,false,false,false,false,false,0,1,11,0,1,0,1,503,Fiddlesticks 
true,16,2043,3157,3020,3206,3102,0,3340,7,1,0,0,0,0,7,4,12,119375,13078,21447,0,12550,34,69,64,5,11670,9350,0,0,0,0,12847,231,0,1,0,101891,12967,4516,6134,14264,1049,false,false,false,false,false,true,0,0,6,0,2,1,1,416,Fiddlesticks 
true,18,3206,3020,3116,3151,3001,3024,3341,7,1,0,0,0,0,3,9,13,206074,26088,38708,0,7568,38,103,78,25,15294,12935,0,0,0,0,24261,1696,130,2,2,170455,24662,10956,9893,28073,741,true,false,false,false,false,true,0,1,7,1,2,1,1,949,Amumu 
false,14,1056,3157,2049,3020,1056,0,3340,0,0,0,0,0,0,0,11,6,45760,7963,22942,0,3353,41,11,11,0,6432,6315,0,0,0,0,7070,581,312,1,2,41003,4445,312,13005,9390,546,false,false,false,false,false,false,0,0,14,0,0,0,1,276,Fiddlesticks 
false,16,3270,3074,3142,1055,3035,0,3340,6,1,0,0,0,0,2,9,7,140810,15991,26316,669,1472,164,32,32,0,11736,10465,0,0,0,0,0,14668,1323,1,0,0,139169,1641,12175,13894,247,true,false,false,false,false,false,0,0,6,3,2,2,1,874,Talon 
true,15,3207,2049,3143,3260,3211,0,3341,4,0,0,0,0,0,2,4,16,104469,9042,19670,0,33,15,71,67,4,11247,9345,0,0,0,0,7874,949,218,2,3,67370,16516,20581,4596,14118,955,false,false,false,false,false,true,0,0,16,2,1,1,1,301,Amumu 
true,11,3726,3024,1033,0,3009,0,3340,3,0,0,0,0,0,2,2,5,87421,3908,12986,0,1180,15,64,23,41,6427,5235,0,0,0,0,2031,1576,300,1,3,49456,22999,14966,2450,9710,825,false,false,false,false,false,false,0,0,9,0,1,1,1,480,Udyr 
true,18,3709,3143,3102,3075,3260,3083,3341,4,0,0,0,0,0,0,7,32,208648,23871,48326,0,4194,76,88,84,4,17159,15010,0,0,0,0,19417,2714,1739,2,9,157772,38366,12509,12346,34771,1208,false,false,false,false,false,false,0,0,13,3,1,0,1,1249,Sejuani 
false,14,3709,1026,3190,3110,3111,0,3341,1,0,0,0,0,0,0,7,20,107667,13407,31828,0,978,44,57,50,7,10720,10205,0,0,0,0,11645,1200,561,1,4,81805,19638,6224,13479,18121,228,false,false,false,false,false,false,0,0,5,2,1,0,1,875,Sejuani 
false,12,3707,3047,3143,0,0,0,3341,0,0,0,0,0,0,0,4,6,85188,3686,17818,0,545,21,70,67,3,7336,6315,0,0,0,0,0,3686,0,0,1,6778,72093,6317,2679,14465,674,false,false,false,false,false,false,0,0,1,1,0,0,1,718,Udyr 
false,14,3723,3143,2043,3047,3211,0,3341,3,1,0,0,0,0,3,6,4,90843,4256,20886,0,686,49,49,46,3,9465,7895,0,0,0,0,0,4256,0,2,2,5067,75824,9952,6695,13333,857,false,false,false,false,false,false,0,0,3,1,2,1,1,500,Vi 
false,13,3726,3047,3110,3067,3211,0,3341,2,0,0,0,0,0,2,8,3,129770,8572,23202,0,520,48,80,79,1,8707,8310,0,0,0,0,4479,3993,100,2,2,74039,40707,15024,4034,17876,1292,false,false,false,false,false,false,0,0,4,2,1,1,1,890,Udyr 
true,16,3723,3143,3190,3047,3035,1029,3341,8,0,0,0,0,0,5,5,15,143606,15315,30708,0,1061,38,75,69,6,13743,11960,0,0,0,0,1447,13689,178,0,1,20869,105519,17217,9649,20201,858,false,false,false,false,true,false,2,2,1,1,1,2,1,825,Jarvan IV 
false,13,3723,3047,2003,3156,3082,1011,3341,2,0,0,0,0,0,2,7,5,145512,8875,21191,0,749,38,81,77,4,9557,8810,0,0,0,0,139,8470,266,1,0,8392,122516,14603,2855,17880,456,false,false,false,false,false,false,0,0,1,3,1,1,1,423,Vi 
true,15,3723,0,3035,3110,3102,3047,3341,10,2,0,0,0,0,5,4,14,133057,16178,18102,0,1647,44,69,66,3,12976,11075,0,0,0,0,74,15362,741,0,2,7055,113454,12547,4440,12082,1579,false,false,true,false,false,false,0,1,2,1,2,2,1,727,Vi 
false,14,0,3092,3157,3136,3020,1052,3341,6,1,0,0,0,0,2,6,10,81734,24919,23473,0,6351,33,20,20,0,10776,9840,0,0,0,0,23608,517,794,1,13,76820,3671,1243,2512,20776,184,false,false,false,false,false,false,0,0,21,3,2,2,1,367,Fiddlesticks 
true,18,3707,3190,3143,3111,3078,1037,3341,10,0,0,0,0,0,3,8,20,191814,22509,35268,667,2979,62,76,72,4,16995,15148,0,0,0,0,122,20528,1858,3,10,8548,177570,5695,13037,21444,786,false,false,false,false,false,false,0,1,13,2,1,4,1,598,Vi 
false,18,3708,3116,3068,3020,3151,3001,3341,17,2,1,0,0,0,7,6,13,181362,36132,40326,0,1683,77,71,71,0,16228,15280,0,0,0,0,31501,2564,2067,1,9,149609,25127,6626,13246,26200,878,false,false,false,false,false,false,0,2,10,0,3,4,1,969,Sejuani 
false,13,3708,0,0,3020,3151,0,3341,4,0,0,0,0,0,2,8,4,93389,13213,32299,0,12543,36,54,53,1,8312,6820,0,0,0,0,12718,199,296,2,4,81401,7651,4337,8998,23019,282,false,false,false,false,false,false,0,0,10,0,1,1,1,420,Fiddlesticks 
false,12,3191,0,2049,3092,3020,0,3341,4,0,0,0,0,0,0,11,4,38014,11143,21347,0,3681,27,3,3,0,6853,5925,0,0,0,0,10356,406,380,3,2,35265,2369,380,7641,13331,374,false,false,false,false,false,false,0,0,23,3,1,0,1,170,Fiddlesticks 
true,16,3078,3111,3143,3707,3155,0,3341,7,1,0,0,0,0,3,8,17,167673,18871,32153,732,2802,62,67,62,5,13534,12273,0,0,0,0,0,17560,1311,2,5,7006,154775,5892,6912,24612,629,false,false,true,false,false,false,0,2,7,1,2,1,1,588,Vi 
true,11,3044,3086,0,3707,1001,1052,3341,2,0,0,0,0,0,0,4,7,75246,3778,15078,384,814,47,36,34,2,7969,6215,0,0,0,0,333,3074,371,2,4,9575,60425,5246,2305,11831,941,false,false,false,false,false,true,0,2,6,2,1,0,1,286,Jarvan IV 
false,13,2044,3157,3136,3020,3708,0,3341,5,1,0,0,0,0,2,7,8,115940,12131,30291,0,12647,28,58,56,2,9780,10180,0,0,0,0,11656,241,234,2,5,102922,6500,6517,5677,24013,601,false,false,false,true,false,false,0,0,11,2,2,2,1,381,Fiddlesticks 
false,18,3708,3135,3001,3068,3151,3255,3341,9,0,0,0,0,0,3,10,18,234172,38847,53485,0,2892,73,82,80,2,16985,15235,0,0,0,0,34510,1787,2550,2,3,200279,25672,8221,15053,37724,707,false,false,false,false,false,false,0,1,4,0,1,2,1,563,Sejuani 
true,13,3157,2049,0,3117,0,3098,3341,1,0,0,0,0,0,0,3,6,57655,7818,13256,0,6282,23,15,13,2,8097,6390,0,0,0,0,7274,304,240,3,2,50922,6492,240,1476,11631,148,false,false,false,false,false,false,0,0,21,0,1,0,1,270,Fiddlesticks 
true,16,3707,3105,1011,3078,3047,3082,3341,10,2,0,0,0,0,5,2,5,185911,11805,20444,780,1659,66,84,79,5,14185,11788,0,0,0,0,238,10812,755,3,5,9458,164733,11720,2508,17381,554,false,false,false,false,true,false,1,1,8,0,2,2,1,407,Vi 
false,14,3725,3082,3068,3001,3117,0,3341,3,0,0,0,0,0,0,7,9,149120,14271,35669,0,1791,52,74,74,0,10591,10040,0,0,0,0,12872,1277,122,2,7,102324,24094,22702,8517,24733,2417,true,false,false,false,false,false,0,0,11,2,1,0,1,647,Sejuani 
true,13,3047,3068,1026,3001,0,3724,3341,5,1,0,0,0,0,5,3,14,106533,10375,19103,0,2066,20,64,57,7,10693,9960,0,0,0,0,8307,1684,384,3,4,71274,20721,14537,1825,16477,800,false,false,false,false,false,true,0,0,7,4,2,1,1,351,Sejuani 
true,13,3724,3111,3068,1033,1026,0,3341,7,1,0,0,0,0,7,0,7,110269,8630,14802,0,917,33,70,56,14,10306,7735,0,0,0,0,7539,1010,80,0,2,69216,21717,19336,1433,13210,158,false,false,false,false,false,true,0,0,2,2,2,1,1,450,Sejuani 
true,16,3707,3143,3156,3134,3111,0,3341,7,0,0,0,0,0,3,5,15,150051,14476,27194,0,1380,55,72,67,5,13838,12027,0,0,0,0,0,13066,1410,3,10,6262,130530,13258,7468,18365,1361,false,false,true,false,true,false,1,3,13,5,1,2,1,601,Vi 
false,14,3724,3143,1057,3111,1026,0,3341,3,0,0,0,0,0,0,5,8,125612,12530,26461,0,548,45,67,63,4,9670,8985,0,0,0,0,11025,1198,306,2,8,82107,19406,24098,6478,18104,1879,false,false,false,false,false,false,0,0,10,1,1,0,1,708,Sejuani 
true,14,3707,3074,2044,3111,3082,1011,3340,4,0,0,0,0,0,2,4,11,135038,11291,22137,0,1813,43,74,69,5,10863,9345,0,0,0,0,169,10152,970,0,4,14088,111890,9060,4262,17066,809,false,false,false,false,false,false,0,0,13,1,1,1,1,363,Wukong 
false,17,3707,3143,3026,3071,1033,3111,3341,3,0,0,0,0,0,0,12,20,159529,16282,40766,0,2234,97,54,49,5,14476,13390,0,0,0,0,1545,12961,1775,1,5,23485,127857,8186,9886,29076,1803,false,false,true,false,false,false,0,1,6,2,1,0,1,587,Jarvan IV 
false,13,3707,3082,3078,1001,0,0,3341,4,0,0,0,0,0,2,5,4,113644,10539,16967,404,506,33,65,63,2,9370,7888,0,0,0,0,430,9153,956,2,2,7360,98006,8277,2923,13258,784,true,false,false,false,false,false,0,0,4,1,1,1,1,398,Vi 
false,11,1055,3078,3158,0,0,0,3340,4,1,0,0,0,0,4,1,0,50508,8861,9961,280,1098,100,0,0,0,6329,5318,0,0,0,0,2370,6491,0,0,0,12324,38184,0,2970,6807,184,false,false,false,false,false,false,0,0,2,0,2,1,3,0,Ezreal 
true,15,3709,3068,3075,3211,3158,1028,3341,6,0,0,0,0,0,3,4,13,153530,20588,32457,0,147,40,78,77,1,12796,10190,0,0,0,0,16025,2537,2024,2,4,116748,25917,10864,10605,21177,674,false,false,false,false,false,true,0,0,6,3,1,1,1,652,Sejuani 
true,16,3707,3143,3190,3111,3134,0,3341,6,0,0,0,0,0,3,2,16,152430,15460,26095,0,1504,37,77,70,7,13700,10997,0,0,0,0,1951,12141,1367,2,2,21087,120895,10447,4833,18248,3013,false,false,false,false,false,true,1,2,4,4,1,2,1,691,Jarvan IV 
false,16,3707,3102,3143,3111,3134,1057,3341,3,0,0,0,0,0,2,7,14,135175,14746,30731,0,1695,39,81,80,1,11966,11742,0,0,0,0,1177,11511,2058,1,4,21678,103922,9574,7616,22381,733,false,false,false,false,false,false,0,1,5,4,1,1,1,925,Jarvan IV 
true,10,3136,3092,2049,0,3020,0,3341,4,0,0,0,0,0,4,1,8,32477,8220,7343,0,2610,27,4,3,1,6303,6055,0,0,0,0,7861,358,0,1,4,28647,3829,0,1632,5689,22,false,false,false,false,false,false,0,2,11,1,1,1,1,189,Fiddlesticks 
true,18,3089,3157,2049,3117,3135,3708,3341,7,0,0,0,0,0,3,6,21,183238,27115,36992,0,19672,78,52,47,5,16321,13385,0,0,0,0,23803,941,2369,2,4,163552,12764,6922,4188,32292,511,true,false,true,false,false,false,0,1,12,3,1,1,1,478,Fiddlesticks 
true,15,3723,3143,3190,3111,1031,1029,3341,3,1,0,0,0,0,2,4,16,142424,10256,27414,0,4502,46,63,60,3,12768,10535,0,0,0,0,959,9052,244,1,1,16354,105963,20106,6655,19560,1198,false,false,false,false,false,true,0,0,5,0,2,1,1,695,Jarvan IV 
false,9,3707,3111,1033,1028,0,0,3341,1,0,0,0,0,0,0,3,3,51128,5300,14436,0,182,10,37,37,0,5132,4595,0,0,0,0,337,4353,609,0,0,9231,35225,6671,3108,10887,441,false,false,false,false,false,false,0,0,0,1,1,0,1,382,Jarvan IV 
true,18,3083,3143,3190,3707,3156,3047,3341,12,2,0,0,0,0,5,7,28,191611,31994,52359,0,2811,71,84,80,4,19857,16120,0,0,0,0,2667,26066,3260,1,4,25349,152659,13603,14357,37271,731,false,false,false,false,false,false,1,0,5,2,2,3,1,950,Jarvan IV 
false,10,3707,3047,3155,1029,0,0,3341,3,0,0,0,0,0,0,6,2,65681,4571,13466,0,51,4,52,51,1,5824,5390,0,0,0,0,0,4041,530,0,1,5330,54902,5448,2660,10228,578,false,false,false,false,false,false,0,0,1,1,1,0,1,303,Vi 
true,16,3707,3143,3190,3156,3111,3801,3341,11,2,0,0,0,0,8,2,20,152002,19217,23765,0,2459,35,74,72,2,14763,13435,0,0,0,0,0,17128,2088,1,3,7197,133140,11664,5770,17388,606,false,false,false,false,false,true,0,0,4,1,2,2,1,825,Vi 
false,11,3303,2049,3020,1026,1057,0,3340,0,0,0,0,0,0,0,6,2,36257,5766,14655,0,3116,30,3,3,0,4787,4270,0,0,0,0,4543,699,523,0,3,33182,2551,523,3785,10869,0,false,false,false,false,false,false,0,0,14,0,0,0,1,211,Fiddlesticks 
true,18,3707,3143,3078,3111,3156,0,3341,6,1,0,0,0,0,2,7,16,195767,18626,36481,908,2482,78,77,69,8,15405,14488,0,0,0,0,200,17200,1226,0,3,8516,174220,13030,12764,22916,801,false,false,false,false,false,true,0,0,3,3,2,2,1,783,Vi 
false,13,3707,3143,3111,3082,3024,0,3341,4,1,0,0,0,0,3,5,3,117784,7199,19290,0,1163,40,71,70,1,8850,8615,0,0,0,0,678,5873,648,1,1,19246,89415,9123,3679,15304,306,false,false,false,false,false,false,0,0,2,0,2,1,1,765,Jarvan IV 
false,14,3707,0,3190,3082,3111,0,3341,2,0,0,0,0,0,0,7,6,110965,9988,24224,0,1161,48,56,54,2,8881,7640,0,0,0,0,20,8844,1123,2,0,5829,95656,9479,7278,16490,455,false,false,false,false,false,false,0,0,2,1,1,0,1,298,Vi 
false,16,3111,3151,3143,3724,3105,1028,3340,5,0,0,0,0,0,2,6,9,159377,12515,30425,0,1751,43,80,76,4,12278,12100,0,0,0,0,11263,1007,245,1,2,115467,18762,25146,9107,20864,454,false,false,false,false,false,false,0,0,11,0,1,2,1,465,Amumu 
false,13,3707,3143,3134,3111,0,1028,3341,2,0,0,0,0,0,2,9,13,99835,15539,28610,353,1264,50,46,45,1,9206,8247,0,0,0,0,1719,12849,970,0,0,14041,78936,6858,12566,15505,539,false,false,false,false,false,false,0,1,0,3,1,1,1,706,Jarvan IV 
true,13,3134,0,3111,3707,1033,3068,3341,3,0,0,0,0,0,3,1,10,127396,8430,19820,426,1355,31,74,70,4,10157,9527,0,0,0,0,551,7308,570,2,1,18421,99217,9758,2404,17319,96,false,false,false,false,true,false,1,1,3,1,1,1,1,313,Wukong 
true,13,3707,2043,3143,3156,0,3047,3341,4,0,0,0,0,0,3,3,13,75168,7489,13794,366,872,44,35,34,1,9564,9540,0,0,0,0,929,5999,560,1,0,9694,60663,4810,2445,11195,154,true,false,false,false,false,false,0,0,0,0,1,1,1,459,Jarvan IV 
true,17,2138,3190,3110,3725,3284,3102,3341,8,0,0,0,0,0,4,3,24,171090,17405,35800,0,3988,66,88,81,7,15538,13015,0,0,0,0,9322,6058,2024,2,2,100989,40182,29917,7504,27672,623,false,false,false,true,false,true,0,1,3,5,1,2,1,1578,Udyr 
true,18,3725,3190,0,3284,3110,3102,3341,6,1,0,0,0,0,6,1,18,200277,16243,37942,0,4685,87,87,75,12,14931,13235,0,0,0,0,8986,5328,1929,1,0,112544,47422,40310,9729,25256,2956,false,false,false,false,true,false,1,1,1,5,2,1,1,2035,Udyr 
true,18,3724,3143,3158,3151,3116,3068,3341,7,1,0,0,0,0,2,7,27,244387,32080,48153,0,4877,43,122,105,17,18466,17985,0,0,0,0,29508,1686,884,0,1,185903,20733,37750,21114,26686,353,false,false,false,false,false,false,0,0,10,3,2,3,1,1119,Amumu 
false,16,3724,3158,3001,3068,3211,1028,3341,4,0,0,0,0,0,2,6,9,150097,10790,28247,0,1774,50,68,66,2,10865,10280,0,0,0,0,10161,628,0,0,1,111368,17196,21533,5853,20027,2365,false,false,false,true,false,false,0,0,2,3,1,2,1,310,Amumu 
true,16,3156,3143,3047,3044,3707,3086,3341,7,1,0,0,0,0,4,3,11,189289,13996,26318,597,2851,28,103,95,8,13628,11940,0,0,0,0,1412,11353,1230,0,1,26787,143321,19180,3923,21219,1175,false,false,false,false,false,true,1,1,1,3,2,2,1,807,Jarvan IV 
true,18,3725,3151,3068,3260,3001,3075,3340,9,0,0,0,0,0,4,5,19,216223,30042,37073,0,3151,70,91,89,2,16674,14665,0,0,0,0,25541,3753,747,1,3,159046,26826,30351,11758,24451,864,false,false,false,false,false,false,0,0,12,1,1,2,1,457,Amumu 
false,16,3707,3143,3047,0,3068,3134,3341,9,0,0,0,0,0,3,8,10,124257,20216,27234,205,1396,67,52,51,1,11394,10352,0,0,0,0,885,17887,1444,1,1,13852,102549,7855,5936,20549,749,false,false,false,false,false,false,0,0,2,1,1,3,1,451,Wukong 
false,16,3078,3143,3211,3111,3707,1029,3341,7,0,0,0,0,0,2,7,15,158778,17211,22294,723,1395,102,51,48,3,12596,11933,0,0,0,0,0,16130,1081,1,3,6433,144850,7495,4524,17014,756,false,false,false,false,false,false,0,0,4,2,1,2,1,389,Vi 
false,14,3303,3222,2049,3117,3041,0,3340,0,0,0,0,0,0,0,7,14,11939,4146,15057,0,3133,7,0,0,0,6697,5995,0,0,0,0,2667,1479,0,0,1,8690,3249,0,4825,9915,316,false,false,false,false,false,false,0,0,20,1,0,0,4,152,Janna 
true,18,3707,3143,3190,3047,3156,3134,3341,7,0,0,0,0,0,3,8,16,225119,26802,43577,524,3551,75,88,77,11,17067,14637,0,0,0,0,694,23831,2277,0,3,10651,200981,13486,20752,22132,693,false,false,false,false,false,true,0,1,3,1,1,2,1,739,Vi 
false,15,3725,2043,3136,3001,1001,3068,3340,3,0,0,0,0,0,0,4,7,148526,14032,29213,0,1497,48,79,77,2,10701,9515,0,0,0,0,12937,948,146,2,1,108347,18085,22093,5547,22952,714,false,false,false,false,false,false,0,0,8,2,1,0,1,454,Amumu 
true,16,3302,3190,2049,3068,3111,3136,3341,3,0,0,0,0,0,0,8,19,47751,10526,28490,0,1116,57,0,0,0,10971,9740,0,0,0,0,9087,1438,0,1,1,39745,6962,1042,14630,13643,216,false,false,false,false,false,false,0,1,32,2,1,0,4,121,Amumu 
false,10,3725,3047,1031,1011,0,0,3341,3,0,0,0,0,0,2,5,3,65711,6162,16124,0,612,41,34,33,1,5857,5350,0,0,0,0,5406,696,60,1,1,44274,8542,12895,2903,12877,344,false,false,false,false,false,false,0,0,2,2,1,1,1,162,Amumu 
false,14,3724,3089,3136,3020,1031,0,3341,4,0,0,0,0,0,2,7,5,129243,12128,25550,0,1855,51,61,60,1,9488,9135,0,0,0,0,11371,674,82,0,1,93716,13217,22310,11229,13294,1026,false,false,false,false,false,false,0,0,7,1,1,1,1,265,Amumu 
true,18,3724,3068,3102,3001,3047,3075,3340,7,1,0,0,0,0,5,5,14,225067,23652,28019,0,1414,66,104,101,3,15960,15060,0,0,0,0,22190,1215,246,0,3,161838,22302,40926,7635,20137,246,false,false,false,false,false,true,0,0,14,2,2,1,1,507,Amumu 
true,17,3724,3110,3068,3047,3151,3001,3341,8,0,0,0,0,0,7,1,11,186888,16825,19619,0,3134,68,86,77,9,14757,13995,0,0,0,0,15402,1257,165,1,2,138788,21729,26371,2164,17370,84,false,false,false,false,false,true,0,1,5,2,1,1,1,620,Amumu 
false,16,3190,3069,2045,3068,3117,3041,3341,4,0,0,0,0,0,0,6,18,24270,6426,27296,0,6350,14,1,0,1,12433,11510,0,0,0,0,4340,1974,112,0,0,17121,6999,150,13717,13109,470,false,false,false,false,false,false,0,0,35,3,1,0,14,200,Janna 
false,17,3708,3157,3068,3151,3047,1026,3340,7,0,0,0,0,0,4,10,12,197467,29120,38818,0,2439,67,81,80,1,13962,13610,0,0,0,0,25453,2503,1164,2,2,162242,21526,13699,7088,29670,2059,false,false,false,false,false,false,0,0,11,3,1,2,1,375,Amumu 
true,11,3723,3077,1001,3082,1011,0,3341,1,0,0,0,0,0,0,1,9,85341,3440,10015,354,1018,37,39,28,11,8050,6835,0,0,0,0,308,3055,76,1,0,9315,65205,10820,176,9695,144,false,false,true,false,false,false,0,5,1,0,1,0,1,268,Jarvan IV 
false,14,3707,3078,3143,1001,0,0,3341,8,1,0,0,0,0,3,7,4,142118,16236,25815,749,825,58,61,59,2,10831,9418,0,0,0,0,601,14719,916,0,2,7746,126013,8359,8088,16421,1305,false,false,false,false,false,false,0,0,2,2,2,2,1,383,Vi 
false,13,3708,3157,2049,3117,0,0,3341,4,0,0,0,0,0,3,6,5,97651,11073,26979,0,12483,23,54,53,1,8293,7465,0,0,0,0,9998,269,805,1,1,84510,6811,6329,4339,21989,650,false,false,false,false,false,false,0,0,9,2,1,1,1,315,Fiddlesticks 
false,14,3724,2044,3143,3117,1031,1033,3340,1,0,0,0,0,0,0,10,9,105928,9773,30676,0,871,26,62,61,1,8070,7545,0,0,0,0,8808,964,0,0,2,73804,12728,19396,8391,20247,2037,false,false,false,false,false,false,0,0,6,0,1,0,1,430,Amumu 
false,14,3708,3157,3020,3089,0,0,3341,7,1,0,0,0,0,3,5,6,126730,11790,30262,0,15688,32,67,65,2,10433,10095,0,0,0,0,10751,470,568,0,1,113215,6218,7296,3734,26337,190,false,false,false,false,false,false,0,0,2,3,2,3,1,322,Fiddlesticks 
false,17,3725,3102,3110,3284,3075,3078,3341,9,0,0,0,0,0,4,5,16,206093,19077,41803,274,3398,77,91,80,11,16439,16068,0,0,0,0,10589,8025,463,0,0,118034,55881,32178,13180,27407,1214,false,false,false,true,false,true,0,1,0,3,1,3,1,2245,Udyr 
false,14,3725,3110,3284,3102,1031,0,3341,5,0,0,0,0,0,2,7,5,143033,11964,32781,0,683,76,55,51,4,10278,9925,0,0,0,0,7503,3792,669,0,1,78764,32086,32181,7444,24078,1258,false,false,false,false,false,false,0,0,1,1,1,2,1,1584,Udyr 
true,14,3725,3284,3110,3102,0,0,3341,2,0,0,0,0,0,2,1,7,120512,3519,13432,0,820,73,57,42,15,9695,9030,0,0,0,0,1879,1202,437,0,0,68094,30108,22309,1097,12292,42,false,false,false,false,false,true,0,0,0,1,1,1,1,954,Udyr 
true,11,3725,3009,3110,3211,0,0,3341,3,0,0,0,0,0,2,2,6,76162,3158,16715,0,1029,27,45,34,11,7801,7075,0,0,0,0,1790,926,442,0,0,41447,21531,13184,1985,12571,2157,false,false,false,false,false,false,0,0,0,1,1,1,1,360,Udyr 
