winner,champLevel,item0,item1,item2,item3,item4,item5,item6,kills,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,largestKillingSpree,deaths,assists,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,largestCriticalStrike,totalHeal,minionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,goldEarned,goldSpent,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,visionWardsBoughtInGame,sightWardsBoughtInGame,magicDamageDealt,physicalDamageDealt,trueDamageDealt,magicDamageTaken,physicalDamageTaken,trueDamageTaken,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,inhibitorKills,towerKills,wardsPlaced,wardsKilled,largestMultiKill,killingSprees,totalUnitsHealed,totalTimeCrowdControlDealt
true,17,3190,3748,3082,3009,3742,1401,3340,14,3,0,0,0,0,5,6,13,165868,20205,50754,0,17075,48,83,57,26,15570,14250,0,0,0,0,4794,14019,1391,1,0,27145,120863,17860,7819,39209,3726,false,false,false,false,false,false,1,0,10,0,2,3,1,815 
true,18,1401,3748,3009,3742,3065,3083,3340,8,1,0,0,0,0,4,5,12,227864,19741,66263,0,24432,49,110,93,17,16944,15650,0,0,0,0,3850,14366,1524,1,0,42321,161411,24131,23012,41604,1647,false,false,false,false,false,false,0,1,16,4,2,2,1,525 
false,16,1401,3748,2031,3009,3742,1033,3340,5,0,0,0,0,0,0,11,10,151547,15419,58901,0,12793,64,72,54,18,12653,10400,0,0,0,0,4154,8921,2343,1,0,33833,101242,16471,18227,36901,3771,false,false,false,false,false,false,0,0,11,1,1,0,1,354 
true,13,1401,2031,3748,3009,1031,1011,3340,1,0,0,0,0,0,0,3,12,118215,6932,26145,0,11693,22,83,46,37,10097,8875,0,0,0,0,2393,3707,831,0,0,29285,76013,12916,6229,19652,264,true,false,false,false,false,true,0,2,9,0,1,0,1,553 
true,14,1401,3748,3009,1031,1011,0,3340,5,0,0,0,0,0,4,1,8,136297,10064,26020,0,14270,37,84,42,42,11422,8875,0,0,0,0,2491,5544,2028,0,0,27560,92320,16417,2444,23347,229,false,false,false,false,true,false,2,2,8,1,1,1,1,886 
true,14,1401,3748,3009,1031,1028,0,3340,3,0,0,0,0,0,2,4,10,121127,7282,31302,0,13213,29,76,69,7,9485,8450,0,0,0,0,3002,3532,746,1,0,30233,79116,11778,6314,24684,304,false,false,false,false,false,false,0,0,12,0,1,1,1,550 
false,15,1401,3748,2031,3065,3009,0,3340,6,0,0,0,0,0,4,4,9,131626,13510,34112,0,13865,55,77,72,5,10850,9875,0,0,0,0,3719,7875,1915,0,0,30223,88220,13183,14799,18920,392,false,false,false,false,false,false,0,0,8,3,1,1,1,638 
false,15,1401,3748,2031,3009,3742,0,3340,5,0,0,0,0,0,2,4,7,136892,16460,37839,0,14811,26,85,70,15,10632,9950,0,0,0,0,3485,10098,2877,1,0,28200,92760,15932,10168,25428,2242,false,false,false,false,false,false,0,0,10,1,1,2,1,647 
true,16,1401,3748,2031,3009,3742,1033,3340,4,0,0,0,0,0,2,2,18,170119,15603,35802,406,17336,35,93,68,25,12012,10325,0,0,0,0,3697,10062,1844,0,0,34683,118716,16719,5378,28941,1482,false,false,false,false,false,true,0,2,6,1,1,2,1,514 
false,16,1401,3748,2031,3009,3742,3211,3340,5,0,0,0,0,0,3,8,4,175834,15884,48760,155,15692,62,99,94,5,12107,10975,0,0,0,0,4682,9282,1919,0,0,38758,120737,16338,10929,36467,1364,false,false,false,false,false,false,0,0,10,3,1,1,1,618 
false,12,1400,3748,3009,1031,0,0,3340,2,0,0,0,0,0,0,8,3,95471,9133,25881,0,8891,14,72,70,2,8460,7925,0,0,0,0,2633,5521,977,0,0,9380,76215,9875,6928,18579,373,false,false,false,false,false,false,0,0,8,0,1,0,1,476 
true,16,1400,3748,2031,3009,3065,3742,3340,10,0,0,0,0,0,7,3,12,180245,20415,30051,0,15054,44,85,63,22,14642,12750,0,0,0,0,4368,13194,2852,1,0,13100,152191,14953,8202,21264,584,false,false,false,false,false,true,1,2,12,1,1,2,1,680 
false,16,1412,3748,2031,3742,3065,0,3340,7,0,0,0,0,0,2,7,3,183766,14304,37489,0,12900,58,106,95,11,13234,11875,0,0,0,0,2998,10656,649,0,0,18702,151053,14010,7784,27812,1892,false,false,false,false,false,false,0,1,11,5,1,2,1,484 
false,15,1413,3748,2031,3009,3065,1029,3340,1,0,0,0,0,0,0,6,6,148929,13746,49997,0,16838,69,79,69,10,10588,10175,0,0,0,0,4125,8270,1350,0,0,29689,102387,16853,22075,27257,663,false,false,false,false,false,false,0,0,9,1,1,0,1,792 
true,18,1400,3748,3009,3742,3065,3075,3340,17,0,0,0,0,0,6,5,20,228155,36040,49327,0,20285,92,96,87,9,18172,16400,0,0,0,0,6664,25361,4014,1,0,22843,188137,17174,12092,34382,2852,false,false,false,false,false,true,0,3,12,1,1,4,1,612 
false,13,1400,3748,3009,3211,0,0,3340,6,1,0,0,0,0,5,3,5,110307,14201,22804,0,10047,43,71,68,3,9372,8250,0,0,0,0,2289,10171,1740,1,0,10603,88538,11165,6179,15916,708,false,false,false,false,false,false,0,0,9,1,2,1,1,802 
false,15,1400,3748,3009,1031,1011,0,3340,2,0,0,0,0,0,0,4,3,167442,13147,29707,0,13435,47,101,96,5,10045,9000,0,0,0,0,2439,9215,1492,1,0,12673,138585,16182,7094,21536,1076,false,false,false,false,false,false,0,0,7,2,1,0,1,745 
true,15,1400,3748,3009,1031,3211,1011,3340,5,0,0,0,0,0,3,4,8,155772,10910,28178,0,12671,47,89,79,10,11964,10025,0,0,0,0,2243,7342,1324,0,0,12967,129894,12909,7522,20191,464,true,false,false,false,false,true,0,1,11,1,1,1,1,658 
true,16,1400,3748,3742,3065,0,0,3340,8,1,0,0,0,0,5,4,6,166535,16449,34523,0,14522,48,94,73,21,13342,12000,0,0,0,0,4125,10139,2183,1,0,13547,138569,14417,9666,24463,394,false,false,false,false,false,false,0,1,13,7,2,2,1,641 
false,14,2031,3143,1409,3111,3102,0,3364,6,0,0,0,0,0,4,7,7,110399,13023,42578,0,11162,33,69,42,27,11300,9925,0,0,0,0,6040,6774,208,2,0,31105,64573,14720,12229,26444,3904,false,false,false,false,false,false,0,0,22,3,1,1,1,715 
true,15,1409,3143,2031,3047,3075,0,3340,2,0,0,0,0,0,0,2,12,138982,13728,30438,0,15096,25,96,63,33,11503,9225,0,0,0,0,4851,7450,1426,0,0,37689,82431,18861,10705,17807,1925,false,false,false,false,false,false,0,1,22,2,1,0,1,738 
false,14,1409,2031,3190,3075,3047,3082,3364,3,0,0,0,0,0,2,8,11,126420,13447,44321,0,12355,38,78,68,10,10520,9825,0,0,0,0,6143,6832,472,0,0,42391,70806,13223,9470,27657,7192,false,false,false,false,false,false,0,0,20,4,1,1,1,405 
false,12,1409,3143,2031,0,0,0,3340,0,0,0,0,0,0,0,9,5,78460,6289,34889,0,6635,7,67,65,2,7359,5850,0,0,0,0,2120,3781,386,1,0,18448,48222,11789,9161,22907,2821,false,false,false,false,false,false,0,0,13,1,0,0,1,644 
true,14,1412,3748,3068,0,0,0,3340,5,0,0,0,0,0,2,3,3,136489,8729,21152,0,10859,55,71,45,26,11284,9025,0,0,0,0,1720,6141,868,0,0,10914,112960,12614,1268,19639,244,false,false,false,false,false,false,1,2,8,2,1,1,1,599 
false,16,1400,3748,3047,3742,1031,1029,3340,4,0,0,0,0,0,2,5,7,171826,16907,36962,0,14843,52,98,95,3,11813,11500,0,0,0,0,3374,11232,2300,1,0,12059,142206,17560,2625,30701,3635,false,false,false,false,false,false,0,0,15,4,1,1,1,655 
true,17,1400,3748,3143,3065,3111,1028,3340,9,1,0,0,0,0,5,3,10,195960,16900,30258,0,14754,74,95,77,18,15104,13475,0,0,0,0,3201,11009,2689,0,0,14586,161896,19477,9797,20144,316,true,false,false,false,false,false,0,3,12,3,2,2,1,982 
false,12,1400,3748,1031,0,0,0,3341,2,0,0,0,0,0,2,8,5,97621,8616,22893,0,7834,23,68,67,1,7477,7075,0,0,0,0,1745,6271,600,0,0,9713,78303,9604,3271,18335,1286,false,false,false,false,false,false,0,0,2,1,1,1,1,164 
true,18,1400,3748,3047,3742,3065,3075,3340,8,0,0,0,0,0,5,2,11,250388,20424,45426,0,20756,66,123,96,27,16735,15825,0,0,0,0,4236,13426,2761,0,0,18535,209066,22785,15682,28739,1005,true,false,false,false,false,false,1,2,17,3,1,2,1,800 
true,18,1400,3748,3111,3065,3742,3053,3340,7,0,0,0,0,0,3,11,18,249163,23601,53824,0,17822,91,106,93,13,16986,15825,0,0,0,0,5457,16271,1872,0,0,16389,210386,22386,21362,31268,1193,false,false,false,false,true,false,1,3,18,6,1,1,1,694 
false,12,1400,3748,3111,3211,0,0,3340,5,0,0,0,0,0,2,5,3,104241,9203,24292,0,9845,38,60,54,6,9019,8675,0,0,0,0,2572,5911,720,2,0,8724,83329,12187,9279,14007,1006,false,false,false,false,false,false,0,0,11,1,1,2,1,430 
true,14,1400,3748,3047,1031,1011,0,3340,5,0,0,0,0,0,3,4,10,131827,12007,23436,0,9419,54,67,56,11,11071,9225,0,0,0,0,2626,8128,1252,0,0,8811,111798,11217,6263,17127,46,false,false,false,false,true,false,1,2,7,1,1,1,1,631 
false,17,1401,3143,3009,3742,3075,3211,3340,10,1,0,0,0,0,10,1,9,175012,23927,43593,0,21740,44,100,88,12,14354,12925,0,0,0,0,6237,13171,4518,0,0,49986,106406,18619,11139,27894,4559,true,false,false,false,false,false,0,0,13,0,2,1,1,1028 
false,15,1401,3190,3111,3742,0,0,3340,3,0,0,0,0,0,0,6,9,120390,11594,49681,0,17547,33,82,75,7,9568,9325,0,0,0,0,2572,7072,1948,0,0,31941,75626,12823,18328,28736,2616,false,false,false,false,false,false,0,0,7,0,1,0,1,631 
true,16,1413,3143,3190,3009,3075,0,3340,5,0,0,0,0,0,4,2,14,137412,12485,35666,0,14001,50,73,50,23,12550,11500,0,0,0,0,4110,5892,2482,1,0,36280,83808,17323,9882,25243,540,false,false,false,false,false,false,1,1,10,1,1,1,1,1172 
true,17,1413,3190,3009,3075,3102,0,3340,1,0,0,0,0,0,0,1,14,201434,17278,56715,0,28889,59,122,110,12,13189,11425,0,0,0,0,7171,8027,2079,0,0,58673,121806,20953,23012,33703,0,false,false,false,false,false,false,0,1,17,8,1,0,1,971 
true,15,1413,3190,3211,3742,3009,3801,3363,4,0,0,0,0,0,2,7,12,140018,13538,53794,0,16905,29,78,63,15,12490,10900,0,0,0,0,3530,7435,2572,1,0,37452,86835,15730,18858,33713,1222,false,false,false,false,false,false,0,0,14,5,1,2,1,734 
false,17,1400,3748,3111,3742,3102,0,3340,3,0,0,0,0,0,0,5,15,190549,16945,44119,0,18403,38,113,88,25,13564,13175,0,0,0,0,3447,11234,2264,0,0,12149,156692,21706,12579,28458,3081,false,false,false,false,false,false,0,0,15,1,1,0,1,824 
false,12,1400,3748,0,0,0,0,3340,1,0,0,0,0,0,0,2,1,87405,4799,17097,0,7072,16,69,61,8,6947,6325,0,0,0,0,1001,3286,512,0,0,5804,73108,8493,2738,14223,136,false,false,false,false,false,false,0,1,8,1,1,0,1,459 
true,12,1401,3190,1031,1011,0,0,3340,1,0,0,0,0,0,0,1,12,83020,6116,20988,0,9486,5,69,53,16,8027,7075,0,0,0,0,1391,3812,912,0,0,20150,52453,10416,2791,17858,338,false,false,false,true,false,false,0,0,5,2,1,0,1,557 
false,15,3009,3075,1409,3742,1029,1029,3340,2,0,0,0,0,0,2,6,8,129490,9199,39491,0,15674,37,89,84,5,10003,9600,0,0,0,0,3697,4670,832,1,0,35224,77609,16655,6959,32108,424,false,false,false,false,false,false,0,0,23,6,1,1,1,691 
false,16,3190,3009,1401,3742,3075,3082,3340,2,0,0,0,0,0,2,9,13,153487,15436,60902,0,21729,32,105,101,4,13236,12425,0,0,0,0,4686,7795,2953,0,0,43946,91886,17653,24851,34260,1790,false,false,false,false,false,false,0,0,11,3,1,1,1,936 
true,14,3190,0,3742,3009,1413,0,3340,6,0,0,0,0,0,3,5,12,80217,9453,32342,0,9944,25,50,45,5,10721,9150,0,0,0,0,2336,5604,1512,1,0,21382,50508,8325,6447,25254,640,false,false,true,false,false,false,0,1,6,3,1,1,1,498 
true,17,3190,3748,3742,3009,1413,1028,3340,6,1,0,0,0,0,5,3,12,192606,19733,53295,0,23875,84,82,56,26,14897,13050,0,0,0,0,5315,11510,2906,1,0,40812,133831,17962,15630,33615,4048,true,false,false,true,false,false,0,1,17,3,2,1,1,835 
