winner,champLevel,item0,item1,item2,item3,item4,item5,item6,kills,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,largestKillingSpree,deaths,assists,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,largestCriticalStrike,totalHeal,minionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,goldEarned,goldSpent,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,visionWardsBoughtInGame,sightWardsBoughtInGame,magicDamageDealt,physicalDamageDealt,trueDamageDealt,magicDamageTaken,physicalDamageTaken,trueDamageTaken,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,inhibitorKills,towerKills,wardsPlaced,wardsKilled,largestMultiKill,killingSprees,totalUnitsHealed,totalTimeCrowdControlDealt
true,11,3709,3211,3111,0,3742,0,3340,5,0,0,0,0,0,5,0,13,72448,11131,14168,0,5108,17,43,30,13,8340,7575,0,0,0,0,3852,6337,942,0,0,26343,41208,4896,3018,11106,44,false,false,false,false,true,false,1,0,5,0,1,1,1,340 
true,15,3190,3155,3211,3111,3709,1028,3364,3,0,0,0,0,0,2,2,9,155011,9036,34676,0,11943,15,94,80,14,10855,9754,0,0,0,0,2813,5161,1062,1,0,55052,89061,10898,5981,28478,216,false,false,false,false,false,false,0,0,7,3,1,1,1,512 
true,15,3190,3143,2049,3047,3709,0,3364,5,0,0,0,0,0,4,1,12,150737,16897,37206,0,11177,19,91,77,14,11248,10020,0,0,0,0,4472,9635,2789,2,0,53675,84057,13004,12988,23790,427,false,false,false,false,false,false,0,0,30,7,1,1,1,783 
true,12,3077,1053,3047,1011,1029,1401,3340,1,0,0,0,0,0,0,3,8,99362,9004,23243,0,9601,26,57,48,9,7908,7400,0,0,0,0,3880,4455,668,1,0,22988,66799,9574,2520,19832,889,false,false,false,false,false,false,0,0,9,1,1,0,1,392 
true,14,3748,3047,2031,1011,1029,1401,3340,4,0,0,0,0,0,2,1,14,154532,16044,22516,0,11115,56,79,61,18,10529,8925,0,0,0,0,2568,11803,1673,2,0,33674,111455,9402,2170,19179,1166,false,false,false,false,false,true,0,1,10,1,1,2,1,681 
true,17,3748,3143,3211,3047,1031,1401,3340,12,2,0,0,0,0,6,2,23,196371,41022,45827,0,19720,30,88,58,30,13644,12950,0,0,0,0,8779,28663,3579,1,0,41920,143067,11383,12507,32668,652,false,false,false,false,true,false,1,1,14,4,2,3,1,886 
true,13,3748,3111,1401,1031,1028,0,3340,5,2,0,0,0,0,4,1,9,136711,13687,26808,0,12291,23,87,68,19,9923,8825,0,0,0,0,4125,7674,1886,2,0,35127,87480,14103,3257,22609,942,false,false,false,false,false,false,0,0,11,4,2,1,1,765 
false,8,1401,1028,1029,1001,0,0,3340,1,0,0,0,0,0,0,2,1,41039,3526,11344,0,3976,8,40,38,2,4202,3925,0,0,0,0,1680,1670,176,3,0,8260,29396,3382,2556,8720,68,false,false,false,false,false,false,0,0,6,1,1,0,1,179 
true,17,1401,3071,3111,3065,3211,3067,3340,4,0,0,0,0,0,0,4,14,161014,15101,43524,0,19542,20,86,71,15,12532,12075,0,0,0,0,4105,8554,2440,0,0,40492,110359,10162,12058,30883,582,false,false,false,false,false,false,1,0,12,7,1,0,1,603 
true,16,3190,3143,3111,1401,3211,3067,3340,2,0,0,0,0,0,2,1,16,173279,9971,31904,0,19287,38,106,92,14,12317,11350,0,0,0,0,4395,4820,756,1,0,52267,109250,11762,8537,23195,172,false,false,false,false,false,true,0,0,13,7,1,1,1,876 
true,18,1401,3190,1321,3742,3082,3071,3363,5,0,0,0,0,0,2,8,14,203648,14172,61754,0,20401,14,119,105,14,15088,14675,0,0,0,0,6110,6355,1706,2,0,60282,126177,17188,16214,44892,648,false,false,false,false,false,true,1,1,18,4,1,1,1,1083 
false,16,3748,3140,1401,3156,1324,1053,3363,9,0,0,0,0,0,3,5,7,195275,25522,41079,0,17177,49,92,75,17,14216,13525,0,0,0,0,6683,16147,2690,2,0,40894,143248,11132,9994,29967,1117,false,false,false,false,false,false,0,0,18,5,1,3,1,790 
false,12,1401,3111,3155,3211,0,0,3340,0,0,0,0,0,0,0,1,2,104754,5601,19138,0,11363,12,85,79,6,6724,6425,0,0,0,0,2703,2085,813,2,0,29404,67895,7454,2028,16837,272,false,false,false,false,false,false,0,0,10,4,0,0,1,542 
true,16,3748,3156,3111,1400,2043,0,3364,6,2,0,0,0,0,4,1,5,177658,8708,18741,0,13167,49,97,86,11,11762,10925,0,0,0,0,1782,6005,921,2,0,24511,138960,14187,4355,14266,120,true,false,false,false,false,false,0,0,7,8,2,2,1,542 
true,17,3748,3742,3047,3143,1029,1400,3364,8,1,1,0,0,0,5,3,8,207197,16216,36255,0,18951,45,108,80,28,14229,13650,0,0,0,0,2689,11658,1868,1,0,22662,170133,14401,11443,23994,816,false,false,false,false,false,false,0,0,7,18,3,2,1,909 
false,13,1400,3156,1037,3111,0,0,3364,2,0,0,0,0,0,2,4,3,139356,8198,21947,0,11470,27,97,92,5,8741,8150,0,0,0,0,2389,4677,1132,2,0,20624,107308,11422,5959,15195,793,false,false,false,false,false,false,0,0,7,6,1,1,1,540 
false,14,3748,3155,3111,1036,1400,1036,3364,1,0,0,0,0,0,0,8,11,152652,17856,43678,0,15637,14,93,85,8,9926,9675,0,0,0,0,4171,11608,2076,2,0,21136,122548,8967,14552,28893,232,true,false,false,false,false,false,0,0,12,5,1,0,1,543 
true,13,1400,3111,3742,1031,1029,1029,3364,6,1,0,0,0,0,6,1,6,110289,10840,20605,0,11772,13,79,70,9,8713,8250,0,0,0,0,2404,6754,1681,1,0,18564,83267,8457,1505,17359,1741,false,false,false,false,false,false,0,0,7,5,2,1,1,502 
true,14,3748,3111,1400,1036,0,0,3364,2,0,0,0,0,0,0,3,12,131955,10424,24968,0,10689,13,94,83,11,9317,8000,0,0,0,0,1718,6857,1847,1,0,19406,100607,11940,5285,19035,647,false,false,false,false,false,false,0,0,6,2,1,0,1,450 
false,14,3190,3111,1401,3082,3156,0,3364,4,0,0,0,0,0,3,5,10,154543,12743,46642,0,15472,33,94,87,7,11089,10925,0,0,0,0,6051,5339,1352,2,0,48358,94734,11448,9501,33936,3204,false,false,false,false,false,false,0,0,9,19,1,1,1,513 
false,14,3748,1400,1011,3111,1031,1029,3364,2,0,0,0,0,0,0,7,5,155444,12373,37700,0,12572,51,90,84,6,10550,9750,0,0,0,0,4704,6833,836,1,0,24542,119184,11716,9073,28077,549,false,false,false,false,false,false,0,0,6,19,1,0,1,578 
true,16,3748,1400,3156,3111,1029,3105,3363,8,0,0,0,0,0,5,2,10,169240,16384,31140,0,16981,29,90,62,28,12963,12775,0,0,0,0,3540,11273,1569,2,0,19775,139307,10157,6761,24064,315,false,false,false,false,false,false,0,0,19,4,1,2,1,759 
false,15,3748,3053,1400,3111,0,0,3363,6,0,0,0,0,0,2,8,3,158115,16641,40314,0,11988,47,84,76,8,10389,10175,0,0,0,0,2965,12528,1148,0,0,20206,125069,12838,5647,31452,3215,false,false,false,false,false,false,0,0,9,8,1,1,1,577 
true,13,3748,3155,3047,0,1400,0,3363,7,1,0,0,0,0,7,0,5,137771,10222,16255,0,9262,30,81,64,17,10170,8850,0,0,0,0,2406,6680,1136,1,0,17745,107338,12687,3250,12956,48,false,false,false,true,false,false,0,0,12,6,2,1,1,835 
true,14,3748,3047,1400,3155,0,0,3363,6,0,0,0,0,0,4,1,6,141932,9232,20159,0,10590,19,93,76,17,9984,8925,0,0,0,0,1959,5396,1877,2,0,17723,110628,13579,2494,17512,152,true,false,false,false,false,false,0,0,12,8,1,2,1,667 
true,14,3748,1400,3111,3156,1037,2003,3363,10,2,0,0,0,0,5,3,9,129544,18152,28064,0,12009,22,71,56,15,11979,11725,0,0,0,0,3805,13140,1206,1,0,16383,106077,7082,5474,22374,216,false,false,false,false,false,true,0,1,12,7,2,2,1,405 
false,15,3748,1400,3134,3047,3155,2140,3363,4,1,0,0,0,0,2,5,4,156467,15953,35838,0,13274,45,88,75,13,10636,10525,0,0,0,0,2543,11373,2036,2,0,17999,131362,7106,10362,24072,1404,true,false,false,false,false,false,0,0,18,11,2,2,1,398 
false,16,3748,3047,1400,3156,1029,0,3363,3,0,0,0,0,0,3,5,10,182414,20027,36891,0,14506,32,98,80,18,11429,11150,0,0,0,0,3684,13073,3269,1,0,25447,142387,14580,8388,28086,416,false,false,false,false,false,false,0,0,18,4,1,1,1,904 
true,15,3748,2049,3111,3134,3155,1400,3363,2,0,0,0,0,0,0,4,7,177212,8068,29200,0,14329,32,100,79,21,11276,10825,0,0,0,0,1500,5832,736,2,0,22543,138934,15734,6403,22444,352,false,false,false,false,false,false,0,0,15,3,1,0,1,629 
true,15,3748,3142,1400,3047,3134,3155,3340,14,3,1,1,1,0,9,3,8,153470,19424,26855,0,12104,16,92,66,26,13308,13250,0,0,0,0,2764,14997,1661,1,0,17512,124848,11109,2908,23317,629,true,false,false,false,false,true,0,1,10,3,5,3,1,603 
true,15,3748,1400,3111,3156,1036,1036,3363,7,2,2,0,0,0,6,2,3,171625,15425,29005,0,15765,26,105,90,15,11781,11500,0,0,0,0,2893,10650,1881,1,0,22722,134372,14530,5025,22757,1222,false,false,false,false,false,false,0,2,15,1,3,1,1,650 
true,14,3748,1036,3047,1400,3155,3134,3340,9,1,0,0,0,0,9,0,6,140597,15897,15990,0,8589,27,80,60,20,10433,10300,0,0,0,0,2793,11253,1851,1,0,16824,114036,9736,1666,14071,252,false,false,false,false,true,false,1,1,9,3,2,1,1,687 
false,16,3190,3111,1400,3065,3082,1011,3363,3,0,0,0,0,0,2,6,13,150971,18688,50728,0,17960,35,84,81,3,11819,11875,0,0,0,0,4179,12864,1645,0,0,22553,117337,11079,10220,38721,1785,false,false,false,false,false,false,0,0,18,8,1,1,1,694 
false,14,3748,1400,3047,3134,0,0,3363,1,0,0,0,0,0,0,5,3,135806,5027,23081,0,9221,34,89,85,4,9010,8650,0,0,0,0,2185,2294,548,1,0,18267,107472,10065,4153,17737,1190,false,false,false,false,false,false,0,0,15,8,1,0,1,311 
true,16,3748,2031,3111,3156,3052,1400,3364,12,1,0,0,0,0,10,2,8,217112,25042,26684,0,11654,38,125,90,35,14251,12000,0,0,0,0,2971,19073,2996,1,0,25101,173199,18811,6592,19228,864,false,false,false,false,false,false,0,1,13,7,2,2,1,791 
